name,address,city,stars,review_count,tags
J & K Seafood Shack,11055 Seminole Blvd,Largo,4.0,41,restaurants seafood restaurants seafood businessacceptscreditcards moderate casual goodforkids restaurantsgoodforgroups noiselevel_average alcohol_beer_and_wine dogsallowed businessparking_lot restaurantstakeout restaurantsattire_casual wifi_free wheelchairaccessible
Casa Bacardi,5507 W Spruce St,Tampa,3.0,11,restaurants food stands restaurants food stands upscale fancy restaurantsattire_casual restaurantstakeout businessacceptscreditcards alcohol_full_bar hastv
Paradise Restaurant,443 Main St,Safety Harbor,3.5,105,american (traditional) american (new) italian chinese breakfast & brunch seafood diner restaurants greek american (traditional) american (new) italian chinese breakfast & brunch seafood diner restaurants greek businessparking_street businessparking_lot businessacceptscreditcards restaurantsattire_casual restaurantsgoodforgroups restaurantstakeout goodforkids cheap budget inexpensive affordable bikeparking alcohol_beer_and_wine wifi_free ambience_casual caters wheelchairaccessible restaurantstableservice outdoorseating goodformeal_lunch goodformeal_dinner goodformeal_brunch goodformeal_breakfast noiselevel_average
Zagora Cafe,3400 E Busch Blvd,Tampa,2.5,14,fast food sandwich restaurants salad fast food sandwich restaurants salad businessacceptscreditcards goodforkids restaurantsattire_casual restaurantsgoodforgroups wifi_free noiselevel_average alcohol_beer_and_wine outdoorseating moderate casual restaurantstakeout hastv
Teriyaki Madness,"23894 US Hwy 19 N, Ste 30",Clearwater,2.5,90,gluten-free noodles restaurants asian fusion japanese gluten-free noodles restaurants asian fusion japanese businessacceptscreditcards wheelchairaccessible restaurantstakeout dogsallowed restaurantsdelivery restaurantstableservice wifi_free hastv caters
Dead Bob's,6716 Central Ave,Saint Petersburg,4.0,206,sports bar nightlife american (traditional) bar restaurants sports bar nightlife american (traditional) bar restaurants hastv businessparking_lot bikeparking happyhour alcohol_full_bar restaurantstableservice businessacceptscreditcards restaurantsgoodforgroups noiselevel_loud wifi_free bestnights_tuesday bestnights_friday bestnights_saturday ambience_divey ambience_casual goodformeal_latenight goodformeal_lunch goodformeal_dinner smoking_outdoor outdoorseating moderate casual restaurantsattire_casual
Butcher N' Barbeque at Armature Works,1910 N Ola Ave,Tampa,2.5,125,restaurants barbeque public markets chicken wings food shopping breakfast & brunch butcher restaurants barbeque public markets chicken wings food shopping breakfast & brunch butcher alcohol_beer_and_wine goodforkids restaurantsgoodforgroups moderate casual wifi_free restaurantsdelivery restaurantsattire_casual restaurantstakeout ambience_hipster ambience_casual ambience_trendy businessparking_street businessparking_lot businessacceptscreditcards
First Watch,520 Tampa St,Tampa,4.0,336,cafes restaurants american (traditional) breakfast & brunch cafes restaurants american (traditional) breakfast & brunch restaurantstakeout restaurantsattire_casual businessacceptscreditcards restaurantsgoodforgroups noiselevel_average bikeparking moderate casual wifi_free restaurantstableservice businessparking_street businessparking_lot goodformeal_lunch goodformeal_brunch goodformeal_breakfast ambience_casual restaurantsdelivery hastv goodforkids
Cool Mo's Coffee,11406 N Dale Mabry Hwy,Tampa,4.5,108,hot dog breakfast & brunch restaurants food coffee & tea sandwich hot dog breakfast & brunch restaurants food coffee & tea sandwich bikeparking restaurantsattire_casual ambience_casual restaurantstakeout goodformeal_lunch goodformeal_brunch goodformeal_breakfast businessacceptscreditcards wifi_free goodforkids businessparking_lot noiselevel_quiet cheap budget inexpensive affordable outdoorseating
Salem's Fresh Eats,2302 E Fletcher Ave,Tampa,3.0,53,restaurants middle eastern diner seafood chicken wings sandwich fast food mediterranean greek salad restaurants middle eastern diner seafood chicken wings sandwich fast food mediterranean greek salad cheap budget inexpensive affordable businessparking_lot restaurantsdelivery restaurantsattire_casual goodforkids hastv noiselevel_average businessacceptscreditcards restaurantstakeout restaurantsgoodforgroups goodformeal_latenight goodformeal_lunch goodformeal_dinner ambience_casual drivethru
Noble Crust,11618 N Dale Mabry Hwy,Tampa,4.0,503,restaurants breakfast & brunch pizza southern italian restaurants breakfast & brunch pizza southern italian happyhour wifi_free businessacceptscreditcards restaurantstableservice bikeparking restaurantsattire_casual goodformeal_dessert goodformeal_lunch goodformeal_dinner goodformeal_brunch restaurantsgoodforgroups goodforkids outdoorseating hastv restaurantsreservations businessparking_lot alcohol_full_bar restaurantstakeout noiselevel_average restaurantsdelivery moderate casual caters wheelchairaccessible ambience_classy ambience_casual
Wawa,5702 W Waters Ave,Tampa,4.0,40,food convenience stores sandwich coffee & tea gas stations restaurants automotive food convenience stores sandwich coffee & tea gas stations restaurants automotive cheap budget inexpensive affordable businessparking_lot businessacceptscreditcards bikeparking restaurantsdelivery hastv restaurantstakeout wifi_free
El Huarache Azteca,2020 Bayshore Blvd,Dunedin,3.5,120,restaurants mexican restaurants mexican noiselevel_average restaurantsattire_casual hastv restaurantsgoodforgroups businessparking_lot restaurantsdelivery bikeparking restaurantsreservations businessacceptscreditcards caters restaurantstakeout cheap budget inexpensive affordable alcohol_full_bar ambience_casual wheelchairaccessible goodformeal_lunch goodformeal_dinner happyhour goodforkids
The Breakfast Nook,1532 Land O' Lakes Blvd,Land O'Lakes,4.0,302,breakfast & brunch restaurants breakfast & brunch restaurants ambience_casual noiselevel_average outdoorseating goodforkids restaurantstakeout businessacceptscreditcards businessparking_lot restaurantsattire_casual cheap budget inexpensive affordable restaurantsgoodforgroups bikeparking dogsallowed restaurantstableservice drivethru goodformeal_lunch goodformeal_brunch goodformeal_breakfast
Gonna China,5430 Bruce B Downs Blvd,Wesley Chapel,3.5,21,chinese asian fusion restaurants chinese asian fusion restaurants moderate casual goodforkids restaurantstakeout businessacceptscreditcards restaurantsattire_casual bikeparking wifi_free
Wendy's,2290 Gulf To Bay,Clearwater,2.0,22,restaurants fast food burger restaurants fast food burger businessacceptscreditcards goodforkids restaurantstakeout restaurantsattire_casual cheap budget inexpensive affordable businessparking_lot hastv restaurantsdelivery
Ocean Prime,2205 N Westshore Blvd,Tampa,4.5,781,steakhouse seafood restaurants desserts american (new) food steakhouse seafood restaurants desserts american (new) food restaurantsattire_dressy restaurantsgoodforgroups alcohol_full_bar upscale fancy restaurantsreservations businessacceptscreditcards noiselevel_average hastv ambience_upscale ambience_classy wifi_free restaurantstakeout goodformeal_dinner happyhour restaurantsdelivery goodforkids
Sassy Angels Hair Salon,4002 E Palifox St,Tampa,4.0,5,restaurants beauty & spas hair salons restaurants beauty & spas hair salons goodforkids moderate casual businessacceptscreditcards businessparking_lot bikeparking
McDonald's,2420 Land Olakes Blvd,Land O'Lakes,1.5,37,fast food burger restaurants coffee & tea food fast food burger restaurants coffee & tea food restaurantstakeout restaurantsattire_casual cheap budget inexpensive affordable businessacceptscreditcards bikeparking goodforkids hastv restaurantsdelivery drivethru businessparking_lot wifi_free
Irish 31 - Westshore,219 Westshore Plz,Tampa,4.0,114,bar nightlife restaurants sports bar irish irish pub pubs american (traditional) bar nightlife restaurants sports bar irish irish pub pubs american (traditional) businessparking_garage businessparking_lot businessparking_valet outdoorseating restaurantsattire_casual bestnights_friday bestnights_saturday restaurantstakeout wifi_free alcohol_full_bar wheelchairaccessible businessacceptscreditcards bikeparking happyhour restaurantsgoodforgroups moderate casual music_live noiselevel_average hastv restaurantstableservice ambience_casual
Jimmy John's,10195 Bay Pines Blvd,Saint Petersburg,3.0,11,sandwich delis fast food restaurants sandwich delis fast food restaurants restaurantsdelivery businessacceptscreditcards cheap budget inexpensive affordable drivethru caters restaurantstakeout wheelchairaccessible
Seasons 52,204 N Westshore Blvd,Tampa,4.0,701,american (traditional) gluten-free steakhouse wine bar breakfast & brunch nightlife vegetarian bar restaurants seafood american (new) american (traditional) gluten-free steakhouse wine bar breakfast & brunch nightlife vegetarian bar restaurants seafood american (new) noiselevel_average restaurantsattire_casual businessacceptscreditcards restaurantsreservations alcohol_full_bar businessparking_lot businessparking_valet restaurantstakeout restaurantsgoodforgroups wifi_free moderate casual ambience_classy restaurantstableservice outdoorseating caters bestnights_friday bestnights_thursday bestnights_saturday goodformeal_lunch goodformeal_dinner happyhour
Willie Jewell’s Old School Bar-B-Q Largo,"9040 Ulmerton Rd, Ste 100",Largo,3.5,51,barbeque sandwich southern restaurants barbeque sandwich southern restaurants restaurantsdelivery restaurantsgoodforgroups ambience_casual drivethru restaurantstakeout businessacceptscreditcards moderate casual hastv caters goodformeal_lunch
The Wooden Rooster,104 2nd Ave NE,Saint Petersburg,4.0,425,food breakfast & brunch coffee & tea creperies sandwich restaurants salad food breakfast & brunch coffee & tea creperies sandwich restaurants salad bikeparking restaurantsattire_casual wheelchairaccessible dogsallowed ambience_trendy ambience_classy ambience_casual alcohol_beer_and_wine noiselevel_average moderate casual businessacceptscreditcards happyhour restaurantsdelivery businessparking_street hastv goodformeal_lunch goodformeal_brunch goodformeal_breakfast wifi_free outdoorseating restaurantstakeout
T N Crab Shack,2120 E Sligh Ave,Tampa,4.0,75,restaurants seafood restaurants seafood restaurantstakeout goodforkids businessacceptscreditcards restaurantsattire_casual hastv ambience_divey cheap budget inexpensive affordable goodformeal_lunch noiselevel_quiet businessparking_lot
Taco Bell,5367 Ehrlich Road,Tampa,2.0,20,fast food tex-mex restaurants mexican taco fast food tex-mex restaurants mexican taco businessacceptscreditcards goodforkids restaurantstakeout restaurantsdelivery restaurantsgoodforgroups drivethru cheap budget inexpensive affordable hastv
Asian Fusion Buffet,117 Harbor Village Ln,Apollo Beach,2.5,75,asian fusion buffets chinese food restaurants asian fusion buffets chinese food restaurants noiselevel_average hastv restaurantsattire_casual bikeparking businessacceptscreditcards businessparking_lot moderate casual goodforkids restaurantsgoodforgroups restaurantstakeout goodformeal_lunch restaurantstableservice ambience_casual
German Knodle,951 Central Ave,Saint Petersburg,5.0,193,german food cafes juice bar & smoothie restaurants salad sandwich burger german food cafes juice bar & smoothie restaurants salad sandwich burger wifi_free wheelchairaccessible moderate casual restaurantstableservice alcohol_beer_and_wine caters hastv dogsallowed businessacceptscreditcards goodformeal_dinner businessparking_street ambience_casual restaurantsgoodforgroups noiselevel_average restaurantsdelivery bikeparking restaurantstakeout
IHOP,4910 Spruce St,Tampa,2.5,106,restaurants american (traditional) american (new) breakfast & brunch burger restaurants american (traditional) american (new) breakfast & brunch burger restaurantsgoodforgroups restaurantstakeout cheap budget inexpensive affordable noiselevel_average goodforkids restaurantsattire_casual businessacceptscreditcards bikeparking businessparking_lot goodformeal_breakfast goodformeal_brunch ambience_casual restaurantsdelivery
HopScotch Cafe,1006 Broadway St,Dunedin,5.0,111,nightlife bar beer bar restaurants sandwich wine bar nightlife bar beer bar restaurants sandwich wine bar wifi_free businessacceptscreditcards restaurantsreservations outdoorseating hastv businessparking_lot restaurantstableservice dogsallowed restaurantsattire_casual restaurantstakeout moderate casual alcohol_beer_and_wine caters noiselevel_average wheelchairaccessible bikeparking music_live goodformeal_dinner ambience_classy
Sages West Bay Bistro,883 W Bay Dr,Largo,4.0,56,restaurants italian restaurants italian restaurantsgoodforgroups noiselevel_average goodforkids hastv businessacceptscreditcards moderate casual restaurantsattire_casual alcohol_beer_and_wine restaurantsreservations restaurantstakeout caters restaurantstableservice wifi_free wheelchairaccessible corkage bikeparking outdoorseating ambience_casual restaurantsdelivery businessparking_lot goodformeal_lunch goodformeal_dinner
Outback Steakhouse,5710 Oakley Blvd,Wesley Chapel,3.5,140,restaurants steakhouse restaurants steakhouse restaurantstakeout businessacceptscreditcards goodforkids restaurantsattire_casual businessparking_lot caters moderate casual restaurantsgoodforgroups alcohol_full_bar ambience_casual hastv noiselevel_average restaurantsreservations outdoorseating restaurantsdelivery happyhour goodformeal_lunch goodformeal_dinner restaurantstableservice
900 Degrees Woodfired Pizza,"28152 Paseo Dr, Ste 195, The Shops At Wiregrass",Wesley Chapel,4.0,258,gluten-free chicken wings pizza italian restaurants gluten-free chicken wings pizza italian restaurants noiselevel_average outdoorseating restaurantstakeout moderate casual businessacceptscreditcards restaurantsgoodforgroups goodforkids restaurantsattire_casual hastv ambience_casual restaurantstableservice wheelchairaccessible goodformeal_lunch goodformeal_dinner caters businessparking_garage businessparking_lot restaurantsdelivery alcohol_beer_and_wine bikeparking
Japanese Kitchen Dosunco,3310 W Kennedy Blvd,Tampa,4.0,372,japanese food tapas/small plates izakaya restaurants specialty food ramen ethnic food japanese food tapas/small plates izakaya restaurants specialty food ramen ethnic food restaurantstakeout restaurantsgoodforgroups wifi_free businessacceptscreditcards alcohol_beer_and_wine corkage restaurantstableservice restaurantsattire_casual businessparking_street businessparking_lot ambience_classy ambience_casual goodforkids goodformeal_lunch goodformeal_dinner noiselevel_average bikeparking moderate casual wheelchairaccessible restaurantsdelivery
Fitlife Foods - Countryside,2454 N McMullen Booth Rd,Clearwater,4.0,22,grocery health & medical restaurants nutritionists health markets specialty food food grocery health & medical restaurants nutritionists health markets specialty food food moderate casual businessparking_lot businessacceptscreditcards caters restaurantstakeout bikeparking goodforkids
St. Petersburg's Super Greek Festival,3600 76th St N,Saint Petersburg,4.5,8,greek arts & entertainment festivals restaurants greek arts & entertainment festivals restaurants
Church's Chicken,3510 Central Ave,Saint Petersburg,2.0,8,hot dog breakfast & brunch restaurants chicken shop fast food chicken wings hot dog breakfast & brunch restaurants chicken shop fast food chicken wings moderate casual restaurantstakeout restaurantsattire_casual noiselevel_average businessacceptscreditcards caters goodforkids drivethru restaurantsdelivery
The Cuban Sandwich Shop,10434 N Florida Ave,Tampa,2.5,83,restaurants sandwich restaurants sandwich restaurantsgoodforgroups goodforkids cheap budget inexpensive affordable restaurantstakeout businessacceptscreditcards restaurantsattire_casual businessparking_lot outdoorseating caters hastv goodformeal_lunch goodformeal_breakfast noiselevel_average bikeparking ambience_casual
Kiso Sushi & Hibachi,11780 E Mlk Jr Blvd,Seffner,4.5,64,japanese sushi bar restaurants thai japanese sushi bar restaurants thai goodforkids hastv restaurantsgoodforgroups restaurantstableservice restaurantstakeout alcohol_beer_and_wine restaurantsattire_casual wheelchairaccessible moderate casual byob goodformeal_lunch goodformeal_dinner ambience_casual restaurantsreservations bikeparking wifi_free restaurantsdelivery corkage businessacceptscreditcards
The Pie Factory,12777 Walsingham Rd,Largo,4.0,93,sandwich desserts food bakeries restaurants custom cakes cafes sandwich desserts food bakeries restaurants custom cakes cafes restaurantstakeout outdoorseating businessparking_lot restaurantsattire_casual goodforkids noiselevel_quiet restaurantsgoodforgroups cheap budget inexpensive affordable bikeparking businessacceptscreditcards ambience_casual wifi_free restaurantsdelivery hastv restaurantsreservations goodformeal_dessert caters wheelchairaccessible restaurantstableservice
Taqueria La Mexicana,14516 N 22nd St,Tampa,4.0,22,restaurants food trucks mexican taco food restaurants food trucks mexican taco food goodforkids businessacceptscreditcards cheap budget inexpensive affordable restaurantstakeout
Frenchy's Original Cafe,41 Baymont St,Clearwater,4.0,367,seafood restaurants seafood restaurants moderate casual businessacceptscreditcards restaurantsattire_casual goodforkids businessparking_street outdoorseating bikeparking restaurantstakeout alcohol_full_bar hastv noiselevel_average restaurantsgoodforgroups goodformeal_lunch goodformeal_dinner wifi_free happyhour ambience_casual
Taco Bell,40976 US Highway 19 North,Tarpon Springs,2.0,23,mexican taco breakfast & brunch restaurants fast food tex-mex mexican taco breakfast & brunch restaurants fast food tex-mex goodforkids businessacceptscreditcards restaurantstakeout noiselevel_average outdoorseating restaurantsgoodforgroups drivethru cheap budget inexpensive affordable restaurantsdelivery hastv restaurantsattire_casual
Simply Pho & Grill,"13149 N Dale Mabry Hwy, Ste F",Tampa,4.5,341,vietnamese restaurants noodles vietnamese restaurants noodles businessacceptscreditcards restaurantsgoodforgroups bikeparking moderate casual goodforkids businessparking_street businessparking_lot wheelchairaccessible noiselevel_quiet ambience_classy ambience_casual alcohol_beer_and_wine restaurantsreservations restaurantsattire_casual restaurantstableservice restaurantstakeout goodformeal_lunch goodformeal_dinner
The Broken Yolk Cafe,10442 N Dale Mabry Hwy,Tampa,3.5,290,restaurants sandwich breakfast & brunch cafes restaurants sandwich breakfast & brunch cafes goodforkids bikeparking restaurantsgoodforgroups hastv restaurantstableservice noiselevel_average restaurantstakeout alcohol_beer_and_wine businessparking_lot restaurantsdelivery goodformeal_lunch goodformeal_brunch goodformeal_breakfast moderate casual ambience_casual outdoorseating restaurantsattire_casual businessacceptscreditcards
Five Guys,25599 Sierra Center Blvd,Lutz,2.0,7,american (traditional) restaurants fast food burger american (traditional) restaurants fast food burger restaurantsdelivery restaurantstakeout
Nice Shaved Ice Cafe,6507 W Waters Ave,Tampa,4.0,22,juice bar & smoothie desserts bubble tea food shaved ice restaurants waffle juice bar & smoothie desserts bubble tea food shaved ice restaurants waffle outdoorseating restaurantsdelivery businessparking_lot businessacceptscreditcards dogsallowed wheelchairaccessible restaurantstakeout
Checkers,2137 Mariner Blvd.,Spring Hill,2.0,22,restaurants burger fast food restaurants burger fast food cheap budget inexpensive affordable businessparking_lot outdoorseating goodforkids restaurantsattire_casual bikeparking restaurantstakeout hastv businessacceptscreditcards restaurantsdelivery drivethru
Cafe Gala,1 Dali Blvd,Saint Petersburg,4.0,50,restaurants tapas/small plates spanish restaurants tapas/small plates spanish moderate casual goodforkids noiselevel_average outdoorseating restaurantsgoodforgroups restaurantsattire_casual bikeparking businessacceptscreditcards goodformeal_lunch goodformeal_brunch hastv ambience_classy ambience_casual restaurantstakeout businessparking_garage businessparking_lot wifi_free
Grain and Berry,1155 S Dale Mabry Hwy,Tampa,4.0,78,vegan food restaurants acai bowls juice bar & smoothie vegan food restaurants acai bowls juice bar & smoothie businessacceptscreditcards wifi_free noiselevel_average restaurantsdelivery restaurantstakeout moderate casual
Nojaks Tasty Foods,305 E Polk St Tampa,Tampa,5.0,5,vegan restaurants burger fast food vegan restaurants burger fast food
Corner Club,1502 E Sligh Ave,Tampa,4.5,21,nightlife bar breakfast & brunch cafes beer bar restaurants nightlife bar breakfast & brunch cafes beer bar restaurants restaurantsgoodforgroups bikeparking outdoorseating noiselevel_average smoking_outdoor businessparking_lot wifi_free businessacceptscreditcards restaurantsdelivery hastv restaurantstakeout alcohol_beer_and_wine wheelchairaccessible dogsallowed happyhour moderate casual
Country Pizza Italian Grill,14820 US Hwy 19 N,Clearwater,4.0,80,pizza italian restaurants pizza italian restaurants goodforkids restaurantsdelivery restaurantsattire_casual hastv restaurantstakeout businessacceptscreditcards alcohol_beer_and_wine wifi_free restaurantsgoodforgroups cheap budget inexpensive affordable noiselevel_average businessparking_lot bikeparking restaurantsreservations ambience_casual goodformeal_lunch goodformeal_dinner caters
LongHorn Steakhouse,2647 Creek Grass Way,Lutz,3.5,104,american (traditional) restaurants steakhouse barbeque american (traditional) restaurants steakhouse barbeque goodformeal_dessert goodformeal_dinner restaurantsattire_casual hastv caters wheelchairaccessible ambience_casual restaurantsgoodforgroups bikeparking moderate casual noiselevel_average happyhour restaurantstakeout restaurantstableservice businessparking_lot goodforkids alcohol_full_bar wifi_free businessacceptscreditcards
Maple Street Biscuit Company - Riverview,10777 Big Bend Rd,Riverview,4.5,66,coffee & tea breakfast & brunch comfort food food restaurants southern coffee & tea breakfast & brunch comfort food food restaurants southern businessacceptscreditcards outdoorseating restaurantsdelivery caters wifi_free restaurantstakeout
KFC,1102 W Brandon Blvd,Brandon,2.0,8,fast food restaurants chicken shop chicken wings burger fast food restaurants chicken shop chicken wings burger restaurantstakeout goodforkids restaurantsattire_casual businessacceptscreditcards wifi_free hastv cheap budget inexpensive affordable caters noiselevel_average drivethru businessparking_lot restaurantsdelivery
El Panchos Villa,38300 11th Ave,Zephyrhills,3.5,6,restaurants mexican restaurants mexican outdoorseating goodforkids moderate casual restaurantstakeout businessacceptscreditcards restaurantsattire_casual
Sushi Spot / Hibachi,"3665 E Bay Dr, Ste 146",Largo,4.0,212,sushi bar steakhouse thai restaurants sushi bar steakhouse thai restaurants wifi_free businessacceptscreditcards goodforkids restaurantsattire_casual restaurantsgoodforgroups alcohol_beer_and_wine hastv moderate casual restaurantstakeout restaurantsreservations noiselevel_average bikeparking goodformeal_lunch goodformeal_dinner ambience_classy ambience_casual restaurantstableservice businessparking_lot
China Garden,2154 E Bay Dr,Largo,3.5,28,restaurants chinese restaurants chinese restaurantsdelivery goodforkids restaurantstakeout bikeparking cheap budget inexpensive affordable businessacceptscreditcards noiselevel_average restaurantsattire_casual hastv
Dairy Queen Grill & Chill,13316 US Highway 301 S,Riverview,3.0,19,restaurants food burger ice cream & frozen yogurt fast food restaurants food burger ice cream & frozen yogurt fast food goodforkids restaurantstakeout cheap budget inexpensive affordable drivethru restaurantsgoodforgroups businessacceptscreditcards outdoorseating wifi_free restaurantsattire_casual bikeparking hastv restaurantsdelivery
Island Crew,2208 E Hillsborough Ave,Tampa,4.0,58,bar restaurants lounges caribbean nightlife cajun/creole bar restaurants lounges caribbean nightlife cajun/creole goodforkids businessacceptscreditcards restaurantstakeout outdoorseating cheap budget inexpensive affordable restaurantsgoodforgroups alcohol_beer_and_wine bikeparking restaurantsattire_casual hastv ambience_casual restaurantsdelivery caters goodformeal_dessert
Doña Kitchen,4337 W Kennedy Blvd,Tampa,4.5,36,mexican latin american restaurants mexican latin american restaurants restaurantstakeout
Riverside Bar & Grille,2035 Pier Dr,Ruskin,2.5,9,nightlife bar restaurants american (traditional) nightlife bar restaurants american (traditional) goodforkids businessacceptscreditcards restaurantsgoodforgroups cheap budget inexpensive affordable restaurantsattire_casual hastv happyhour
Vinny's Pizza & Restaurant,2169 N Hercules Ave,Clearwater,4.0,55,pizza restaurants italian pizza restaurants italian bikeparking goodformeal_lunch hastv wifi_free outdoorseating goodforkids restaurantsdelivery alcohol_beer_and_wine restaurantstableservice restaurantstakeout restaurantsattire_casual moderate casual businessacceptscreditcards restaurantsreservations restaurantsgoodforgroups caters
St Petersburg Country Club,2000 Country Club Way S,Saint Petersburg,3.5,8,golf active life event planning & services country clubs arts & entertainment tennis restaurants golf active life event planning & services country clubs arts & entertainment tennis restaurants caters moderate casual restaurantsgoodforgroups noiselevel_quiet wifi_free restaurantsreservations restaurantsattire_casual hastv alcohol_full_bar byappointmentonly
Tijuana Flats,"27709 Sr 56, Ste 101",Wesley Chapel,3.5,73,restaurants mexican tex-mex restaurants mexican tex-mex caters hastv goodforkids restaurantsgoodforgroups alcohol_beer_and_wine businessacceptscreditcards restaurantsattire_casual restaurantstakeout outdoorseating bikeparking businessparking_lot noiselevel_average wifi_free cheap budget inexpensive affordable restaurantstableservice ambience_casual happyhour restaurantsdelivery goodformeal_lunch goodformeal_dinner
China House,1718 US Hwy 19,Holiday,2.0,16,restaurants chinese restaurants chinese noiselevel_average restaurantstakeout goodforkids restaurantsattire_casual businessacceptscreditcards cheap budget inexpensive affordable restaurantsdelivery restaurantsgoodforgroups
Jimbo's Pit Bar B-Q - Tampa,4103 W Kennedy Blvd,Tampa,3.5,267,event planning & services salad sandwich restaurants caterers barbeque event planning & services salad sandwich restaurants caterers barbeque businessacceptscreditcards goodforkids restaurantsattire_casual restaurantstakeout noiselevel_average bikeparking restaurantsgoodforgroups ambience_casual moderate casual businessparking_lot alcohol_beer_and_wine caters hastv restaurantstableservice happyhour goodformeal_lunch goodformeal_dinner restaurantsdelivery
Lucky Lobster,941 Huntley Ave,Dunedin,4.0,491,american (traditional) seafood restaurants burger pizza american (traditional) seafood restaurants burger pizza hastv restaurantstableservice bikeparking noiselevel_average businessparking_lot goodformeal_lunch goodformeal_dinner goodformeal_brunch wheelchairaccessible caters moderate casual outdoorseating goodforkids restaurantstakeout restaurantsattire_casual dogsallowed wifi_free restaurantsreservations restaurantsgoodforgroups alcohol_full_bar businessacceptscreditcards ambience_trendy ambience_classy ambience_casual corkage happyhour
Holy Hog Barbecue,127 E Bloomingdale Ave,Brandon,3.5,48,smokehouse southern food barbeque restaurants smokehouse southern food barbeque restaurants wheelchairaccessible outdoorseating businessparking_lot businessacceptscreditcards restaurantstakeout hastv caters
Krispy Krab,7817 N 56th St,Tampa,4.0,5,restaurants food seafood halal food trucks restaurants food seafood halal food trucks hastv restaurantstakeout
Capital Tacos,6765 Land O' Lakes Blvd,Land O'Lakes,4.5,611,restaurants taco food tex-mex salad food trucks mexican restaurants taco food tex-mex salad food trucks mexican businessparking_street restaurantsgoodforgroups noiselevel_average restaurantsattire_casual goodforkids businessacceptscreditcards bikeparking wifi_free ambience_casual outdoorseating happyhour dogsallowed alcohol_beer_and_wine restaurantstakeout moderate casual wheelchairaccessible goodformeal_lunch goodformeal_dinner restaurantsdelivery caters
Thai Bistro,"2602 E Fletcher Ave, Ste 105",Tampa,4.0,108,thai food restaurants ethnic food specialty food salad soup noodles thai food restaurants ethnic food specialty food salad soup noodles cheap budget inexpensive affordable restaurantstakeout caters restaurantsattire_casual goodforkids businessacceptscreditcards businessparking_lot restaurantstableservice bikeparking dogsallowed goodformeal_lunch goodformeal_dinner wheelchairaccessible restaurantsdelivery noiselevel_average restaurantsreservations ambience_divey
The Hungry Greek,17772 Aprile Dr,Land O'Lakes,4.5,44,restaurants greek restaurants greek moderate casual restaurantstakeout restaurantsdelivery noiselevel_average goodforkids ambience_casual hastv
Take A Break Cafe,8194 Woodland Center Blvd,Tampa,3.5,19,restaurants delis breakfast & brunch cafes restaurants delis breakfast & brunch cafes cheap budget inexpensive affordable ambience_casual businessacceptscreditcards goodforkids restaurantsattire_casual restaurantsdelivery restaurantstakeout caters hastv noiselevel_average businessparking_lot goodformeal_lunch goodformeal_breakfast wifi_free restaurantsgoodforgroups
McDonald's,2675 Roosevelt Blvd,Largo,1.5,38,fast food burger coffee & tea restaurants food fast food burger coffee & tea restaurants food restaurantstakeout goodforkids cheap budget inexpensive affordable restaurantsattire_casual hastv restaurantsgoodforgroups wifi_free restaurantsdelivery businessacceptscreditcards drivethru
Mr. and Mrs. Crab,"1251 E Fowler Ave, Unit D3",Tampa,4.0,74,restaurants seafood restaurants seafood restaurantsreservations goodformeal_dinner restaurantstableservice noiselevel_average restaurantsgoodforgroups moderate casual alcohol_full_bar restaurantstakeout happyhour ambience_casual businessacceptscreditcards
Five Guys,3841 W Kennedy Blvd,Tampa,3.5,70,restaurants burger food fast food american (new) restaurants burger food fast food american (new) ambience_casual bikeparking businessacceptscreditcards restaurantsgoodforgroups noiselevel_average businessparking_lot goodforkids restaurantsattire_casual restaurantstakeout cheap budget inexpensive affordable wifi_free goodformeal_lunch goodformeal_dinner restaurantsdelivery
PDQ Test Kitchen,"4343 Anchor Plaza Pkwy, Ste 100",Tampa,4.0,28,sandwich restaurants american (traditional) pizza delis salad fast food burger sandwich restaurants american (traditional) pizza delis salad fast food burger restaurantsgoodforgroups cheap budget inexpensive affordable restaurantsattire_casual restaurantstakeout businessparking_garage businessparking_street businessparking_lot businessacceptscreditcards noiselevel_loud goodforkids wheelchairaccessible ambience_casual bikeparking restaurantsdelivery caters hastv
Manolo's Italian Restaurant,38445 5th Ave,Zephyrhills,3.5,39,nightlife bar restaurants italian sports bar pizza nightlife bar restaurants italian sports bar pizza caters noiselevel_quiet moderate casual restaurantsgoodforgroups goodforkids restaurantsattire_casual businessacceptscreditcards alcohol_full_bar restaurantstakeout restaurantsdelivery businessparking_street goodformeal_dessert goodformeal_dinner bikeparking ambience_classy music_live restaurantsreservations bestnights_friday bestnights_saturday
Kings Fried Chicken,2216 34th St S,Saint Petersburg,3.5,58,restaurants chicken shop american (traditional) fast food seafood restaurants chicken shop american (traditional) fast food seafood caters hastv restaurantstakeout wheelchairaccessible cheap budget inexpensive affordable restaurantsgoodforgroups businessacceptscreditcards wifi_free restaurantsattire_casual goodformeal_latenight goodformeal_lunch goodformeal_dinner noiselevel_average restaurantsdelivery goodforkids businessparking_lot ambience_casual bikeparking
Publix Super Markets,11255 Causeway Blvd,Brandon,4.0,29,restaurants food shopping bakeries flowers & gifts grocery florists restaurants food shopping bakeries flowers & gifts grocery florists bikeparking businessparking_lot businessacceptscreditcards moderate casual caters restaurantstakeout restaurantsdelivery
